Name,Date,Market_Cap
 Cosmos ,"Aug 11, 2019","672,076,520"
 Cosmos ,"Aug 10, 2019","636,214,333"
 Cosmos ,"Aug 09, 2019","598,683,603"
 Cosmos ,"Aug 08, 2019","622,079,898"
 Cosmos ,"Aug 07, 2019","666,501,619"
 Cosmos ,"Aug 06, 2019","677,875,125"
 Cosmos ,"Aug 05, 2019","722,946,974"
 Cosmos ,"Aug 04, 2019","688,488,764"
 Cosmos ,"Aug 03, 2019","706,528,201"
 Bitcoin ,"Oct 10, 2019","154,430,515,160"
 Bitcoin ,"Oct 09, 2019","154,579,656,110"
 Bitcoin ,"Oct 08, 2019","147,966,069,982"
 Bitcoin ,"Oct 07, 2019","148,252,589,805"
 Bitcoin ,"Oct 06, 2019","143,607,672,862"
 Bitcoin ,"Oct 05, 2019","146,529,229,668"
 Bitcoin ,"Oct 04, 2019","147,491,804,056"
 Bitcoin ,"Oct 03, 2019","148,448,162,840"
 Bitcoin ,"Oct 02, 2019","150,823,797,662"
 Bitcoin ,"Oct 01, 2019","149,913,972,768"
 Bitcoin ,"Sep 30, 2019","149,011,567,415"
 Bitcoin ,"Sep 29, 2019","145,590,374,681"
 Bitcoin ,"Sep 28, 2019","148,122,503,616"
 Bitcoin ,"Sep 27, 2019","148,212,635,834"
 Cosmos ,"Aug 02, 2019","697,565,673"
 Cosmos ,"Aug 01, 2019","678,390,927"
 Cosmos ,"Jul 31, 2019","697,645,163"
 Cosmos ,"Jul 30, 2019","685,797,659"
 Cosmos ,"Jul 29, 2019","687,142,202"
 Cosmos ,"Jul 28, 2019","689,863,878"
 Cosmos ,"Jul 27, 2019","689,671,448"
 Cosmos ,"Jul 26, 2019","744,570,091"
 Cosmos ,"Jul 25, 2019","731,289,303"
 Cosmos ,"Jul 24, 2019","745,698,465"
 Cosmos ,"Jul 23, 2019","710,117,884"
 Cosmos ,"Jul 22, 2019","762,720,351"
 Cosmos ,"Jul 21, 2019","806,272,808"
 Cosmos ,"Jul 20, 2019","776,372,701"
 Cosmos ,"Jul 19, 2019","750,406,984"
 Cosmos ,"Jul 18, 2019","785,535,785"
 Bitcoin ,"Sep 26, 2019","145,812,492,488"
 Bitcoin ,"Sep 25, 2019","152,404,005,091"
 Bitcoin ,"Sep 24, 2019","154,785,821,876"
 Bitcoin ,"Sep 23, 2019","174,674,558,023"
 Bitcoin ,"Sep 22, 2019","180,784,051,699"
 Bitcoin ,"Sep 21, 2019","179,853,287,294"
 Bitcoin ,"Sep 20, 2019","182,738,947,696"
 Bitcoin ,"Sep 19, 2019","184,240,949,577"
 Bitcoin ,"Sep 18, 2019","182,998,899,156"
 Bitcoin ,"Sep 17, 2019","183,748,515,828"
 Bitcoin ,"Sep 16, 2019","184,366,827,555"
 Bitcoin ,"Sep 15, 2019","185,618,174,384"
 Bitcoin ,"Sep 14, 2019","185,784,300,332"
 Bitcoin ,"Sep 13, 2019","185,809,163,035"
 Bitcoin ,"Sep 12, 2019","186,678,943,059"
 Bitcoin ,"Sep 11, 2019","182,502,788,242"
 Cosmos ,"Jul 17, 2019","730,936,272"
 Cosmos ,"Jul 16, 2019","696,192,771"
 Cosmos ,"Jul 15, 2019","798,737,816"
 Cosmos ,"Jul 14, 2019","728,560,119"
 Cosmos ,"Jul 13, 2019","816,172,392"
 Cosmos ,"Jul 12, 2019","865,794,823"
 Cosmos ,"Jul 11, 2019","828,937,553"
 Cosmos ,"Jul 10, 2019","855,461,928"
 Cosmos ,"Jul 09, 2019","955,021,109"
 Cosmos ,"Jul 08, 2019","989,932,545"
 Cosmos ,"Jul 07, 2019","1,030,941,752"
 Cosmos ,"Jul 06, 2019","1,008,897,021"
 Cosmos ,"Jul 05, 2019","1,021,845,213"
 Cosmos ,"Jul 04, 2019","1,047,290,295"
 Cosmos ,"Jul 03, 2019","1,068,912,297"
 Bitcoin ,"Sep 10, 2019","181,360,731,383"
 Bitcoin ,"Sep 09, 2019","185,263,578,990"
 Bitcoin ,"Sep 08, 2019","187,150,078,007"
 Bitcoin ,"Sep 07, 2019","188,488,525,926"
 Bitcoin ,"Sep 06, 2019","185,530,405,363"
 Bitcoin ,"Sep 05, 2019","189,492,405,383"
 Bitcoin ,"Sep 04, 2019","189,810,010,608"
 Bitcoin ,"Sep 03, 2019","190,312,487,956"
 Bitcoin ,"Sep 02, 2019","185,333,114,163"
 Bitcoin ,"Sep 01, 2019","174,768,292,883"
 Bitcoin ,"Aug 31, 2019","172,470,743,516"
 Bitcoin ,"Aug 30, 2019","171,869,216,524"
 Bitcoin ,"Aug 29, 2019","170,274,910,132"
 Bitcoin ,"Aug 28, 2019","174,627,460,400"
 Bitcoin ,"Aug 27, 2019","182,325,540,955"
 Bitcoin ,"Aug 26, 2019","185,625,235,889"
 Bitcoin ,"Aug 25, 2019","181,450,186,164"
 Bitcoin ,"Aug 24, 2019","181,813,631,752"
 Cosmos ,"Jul 02, 2019","1,019,998,672"
 Cosmos ,"Jul 01, 2019","1,041,667,538"
 Cosmos ,"Jun 30, 2019","1,032,279,304"
 Cosmos ,"Jun 29, 2019","1,159,300,177"
 Cosmos ,"Jun 28, 2019","1,129,171,144"
 Cosmos ,"Jun 27, 2019","1,042,914,729"
 Cosmos ,"Jun 26, 2019","1,202,661,457"
 Cosmos ,"Jun 25, 2019","1,254,641,357"
 Cosmos ,"Jun 24, 2019","1,266,089,571"
 Cosmos ,"Jun 23, 2019","1,297,201,138"
 Cosmos ,"Jun 22, 2019","1,276,004,798"
 Cosmos ,"Jun 21, 2019","1,242,446,023"
 Cosmos ,"Jun 20, 2019","1,238,685,540"
 Cosmos ,"Jun 19, 2019","1,267,886,254"
 Cosmos ,"Jun 18, 2019","1,255,871,810"
 Cosmos ,"Jun 17, 2019","1,338,109,288"
 Bitcoin ,"Aug 23, 2019","186,231,409,722"
 Bitcoin ,"Aug 22, 2019","181,257,125,783"
 Bitcoin ,"Aug 21, 2019","181,364,502,142"
 Bitcoin ,"Aug 20, 2019","192,530,283,565"
 Bitcoin ,"Aug 19, 2019","195,243,306,008"
 Bitcoin ,"Aug 18, 2019","185,022,920,955"
 Bitcoin ,"Aug 17, 2019","182,966,857,173"
 Bitcoin ,"Aug 16, 2019","185,500,055,339"
 Bitcoin ,"Aug 15, 2019","184,357,666,577"
 Bitcoin ,"Aug 14, 2019","179,692,803,424"
 Bitcoin ,"Aug 13, 2019","194,762,696,644"
 Bitcoin ,"Aug 12, 2019","203,441,494,985"
 Bitcoin ,"Aug 11, 2019","205,941,632,235"
 Bitcoin ,"Aug 10, 2019","202,890,020,455"
 Cosmos ,"Jun 16, 2019","1,285,689,468"
 Cosmos ,"Jun 15, 2019","1,182,396,920"
 Cosmos ,"Jun 14, 2019","1,201,222,633"
 Cosmos ,"Jun 13, 2019","1,198,829,419"
 Cosmos ,"Jun 12, 2019","1,169,221,850"
 Cosmos ,"Jun 11, 2019","1,141,014,440"
 Cosmos ,"Jun 10, 2019","1,164,854,311"
 Cosmos ,"Jun 09, 2019","1,119,797,047"
 Cosmos ,"Jun 08, 2019","1,170,516,443"
 Cosmos ,"Jun 07, 2019","1,208,838,509"
 Cosmos ,"Jun 06, 2019","1,155,320,476"
 Cosmos ,"Jun 05, 2019","1,179,222,071"
 Cosmos ,"Jun 04, 2019","1,128,755,551"
 Cosmos ,"Jun 03, 2019","1,260,884,793"
 Cosmos ,"Jun 02, 2019","1,212,264,016"
 Cosmos ,"Jun 01, 2019","1,102,188,614"
 Bitcoin ,"Aug 09, 2019","211,961,319,133"
 Bitcoin ,"Aug 08, 2019","213,788,089,212"
 Bitcoin ,"Aug 07, 2019","213,330,426,789"
 Bitcoin ,"Aug 06, 2019","205,023,347,814"
 Bitcoin ,"Aug 05, 2019","210,848,822,060"
 Bitcoin ,"Aug 04, 2019","195,907,875,403"
 Bitcoin ,"Aug 03, 2019","193,233,960,601"
 Bitcoin ,"Aug 02, 2019","187,791,090,996"
 Bitcoin ,"Aug 01, 2019","185,653,203,391"
 Bitcoin ,"Jul 31, 2019","180,028,959,603"
 Bitcoin ,"Jul 30, 2019","171,472,452,506"
 Bitcoin ,"Jul 29, 2019","169,880,343,827"
 Bitcoin ,"Jul 28, 2019","170,461,958,074"
 Bitcoin ,"Jul 27, 2019","169,099,540,423"
 Bitcoin ,"Jul 26, 2019","176,085,968,354"
 Cosmos ,"May 31, 2019","1,108,478,181"
 Cosmos ,"May 30, 2019","1,132,682,951"
 Cosmos ,"May 29, 2019","894,188,262"
 Cosmos ,"May 28, 2019","908,066,009"
 Cosmos ,"May 27, 2019","890,485,476"
 Cosmos ,"May 26, 2019","859,734,893"
 Cosmos ,"May 25, 2019","843,739,243"
 Cosmos ,"May 24, 2019","852,940,374"
 Cosmos ,"May 23, 2019","826,634,619"
 Cosmos ,"May 22, 2019","831,229,997"
 Cosmos ,"May 21, 2019","910,643,797"
 Bitcoin ,"Jul 25, 2019","176,806,451,137"
 Bitcoin ,"Jul 24, 2019","175,005,760,794"
 Bitcoin ,"Jul 23, 2019","176,572,890,702"
 Bitcoin ,"Jul 22, 2019","184,443,440,748"
 Bitcoin ,"Jul 21, 2019","188,987,475,962"
 Bitcoin ,"Jul 20, 2019","191,963,691,255"
 Bitcoin ,"Jul 19, 2019","187,725,578,628"
 Bitcoin ,"Jul 18, 2019","190,129,918,121"
 Bitcoin ,"Jul 17, 2019","172,777,250,515"
 Bitcoin ,"Jul 16, 2019","168,908,640,950"
 Bitcoin ,"Jul 15, 2019","194,147,627,475"
 Bitcoin ,"Jul 14, 2019","182,741,933,552"
 Bitcoin ,"Jul 13, 2019","202,968,191,001"
 Bitcoin ,"Jul 12, 2019","210,494,417,832"
 Bitcoin ,"Jul 11, 2019","202,324,174,692"
 Bitcoin ,"Jul 10, 2019","216,515,999,522"
 Cosmos ,"May 20, 2019","900,946,944"
 Cosmos ,"May 19, 2019","933,280,007"
 Cosmos ,"May 18, 2019","898,848,813"
 Cosmos ,"May 17, 2019","838,349,085"
 Cosmos ,"May 16, 2019","815,780,283"
 Cosmos ,"May 15, 2019","863,640,970"
 Cosmos ,"May 14, 2019","762,416,115"
 Cosmos ,"May 13, 2019","750,725,693"
 Cosmos ,"May 12, 2019","719,467,337"
 Cosmos ,"May 11, 2019","766,144,178"
 Cosmos ,"May 10, 2019","730,892,432"
 Cosmos ,"May 09, 2019","742,999,857"
 Cosmos ,"May 08, 2019","830,417,397"
 Cosmos ,"May 07, 2019","879,746,037"
 Cosmos ,"May 06, 2019","901,075,804"
 Cosmos ,"May 05, 2019","925,545,511"
 Cosmos ,"May 04, 2019","1,003,019,650"
 Bitcoin ,"Jul 09, 2019","223,928,128,583"
 Bitcoin ,"Jul 08, 2019","218,778,355,444"
 Bitcoin ,"Jul 07, 2019","203,881,891,346"
 Bitcoin ,"Jul 06, 2019","199,546,110,914"
 Bitcoin ,"Jul 05, 2019","195,424,678,267"
 Bitcoin ,"Jul 04, 2019","199,617,404,432"
 Bitcoin ,"Jul 03, 2019","212,867,079,175"
 Bitcoin ,"Jul 02, 2019","192,206,536,806"
 Bitcoin ,"Jul 01, 2019","188,297,637,574"
 Bitcoin ,"Jun 30, 2019","192,442,065,810"
 Bitcoin ,"Jun 29, 2019","212,739,713,110"
 Bitcoin ,"Jun 28, 2019","220,681,459,666"
 Bitcoin ,"Jun 27, 2019","198,878,940,964"
 Bitcoin ,"Jun 26, 2019","231,462,117,209"
 Bitcoin ,"Jun 25, 2019","209,647,943,360"
 Cosmos ,"May 03, 2019","1,012,716,790"
 Cosmos ,"May 02, 2019","876,148,070"
 Cosmos ,"May 01, 2019","837,145,852"
 Cosmos ,"Apr 30, 2019","750,753,657"
 Cosmos ,"Apr 29, 2019",0
 Cosmos ,"Apr 28, 2019",0
 Cosmos ,"Apr 27, 2019",0
 Cosmos ,"Apr 26, 2019",0
 Cosmos ,"Apr 25, 2019",0
 Cosmos ,"Apr 24, 2019",0
 Cosmos ,"Apr 23, 2019",0
 Cosmos ,"Apr 22, 2019",0
 Cosmos ,"Apr 21, 2019",0
 Cosmos ,"Apr 20, 2019",0
 Cosmos ,"Apr 19, 2019",0
 Bitcoin ,"Jun 24, 2019","195,762,668,679"
 Bitcoin ,"Jun 23, 2019","192,970,090,355"
 Bitcoin ,"Jun 22, 2019","190,214,124,824"
 Bitcoin ,"Jun 21, 2019","180,293,241,528"
 Bitcoin ,"Jun 20, 2019","169,304,784,791"
 Bitcoin ,"Jun 19, 2019","164,780,855,869"
 Bitcoin ,"Jun 18, 2019","161,353,637,186"
 Bitcoin ,"Jun 17, 2019","165,573,372,261"
 Bitcoin ,"Jun 16, 2019","159,769,423,370"
 Bitcoin ,"Jun 15, 2019","156,982,138,835"
 Bitcoin ,"Jun 14, 2019","154,398,880,249"
 Bitcoin ,"Jun 13, 2019","146,160,317,148"
 Bitcoin ,"Jun 12, 2019","144,634,684,711"
 Bitcoin ,"Jun 11, 2019","140,748,537,530"
 Cosmos ,"Apr 18, 2019",0
 Cosmos ,"Apr 17, 2019",0
 Cosmos ,"Apr 16, 2019",0
 Cosmos ,"Apr 15, 2019",0
 Cosmos ,"Apr 14, 2019",0
 Cosmos ,"Apr 13, 2019",0
 Cosmos ,"Apr 12, 2019",0
 Cosmos ,"Apr 11, 2019",0
 Cosmos ,"Apr 10, 2019",0
 Cosmos ,"Apr 09, 2019",0
 Cosmos ,"Apr 08, 2019",0
 Cosmos ,"Apr 07, 2019",0
 Cosmos ,"Apr 06, 2019",0
 Cosmos ,"Apr 05, 2019",0
 Cosmos ,"Apr 04, 2019",0
 Bitcoin ,"Jun 10, 2019","142,023,351,079"
 Bitcoin ,"Jun 09, 2019","136,465,098,533"
 Bitcoin ,"Jun 08, 2019","141,172,841,635"
 Bitcoin ,"Jun 07, 2019","142,754,693,588"
 Bitcoin ,"Jun 06, 2019","138,800,725,479"
 Bitcoin ,"Jun 05, 2019","138,824,651,666"
 Bitcoin ,"Jun 04, 2019","136,742,790,469"
 Bitcoin ,"Jun 03, 2019","145,619,047,341"
 Bitcoin ,"Jun 02, 2019","155,077,231,351"
 Bitcoin ,"Jun 01, 2019","151,890,214,310"
 Bitcoin ,"May 31, 2019","152,059,886,414"
 Bitcoin ,"May 30, 2019","147,525,141,134"
 Bitcoin ,"May 29, 2019","153,537,047,655"
 Bitcoin ,"May 28, 2019","154,590,202,287"
 Bitcoin ,"May 27, 2019","156,093,754,762"
 Bitcoin ,"May 26, 2019","153,725,486,067"
 Bitcoin ,"May 25, 2019","142,708,188,838"
 Bitcoin ,"May 24, 2019","141,539,115,575"
 Bitcoin ,"May 23, 2019","139,654,107,035"
 Bitcoin ,"May 22, 2019","136,063,898,960"
 Cosmos ,"Apr 03, 2019",0
 Cosmos ,"Apr 02, 2019",0
 Cosmos ,"Apr 01, 2019",0
 Cosmos ,"Mar 31, 2019",0
 Cosmos ,"Mar 30, 2019",0
 Cosmos ,"Mar 29, 2019",0
 Cosmos ,"Mar 28, 2019",0
 Cosmos ,"Mar 27, 2019",0
 Cosmos ,"Mar 26, 2019",0
 Cosmos ,"Mar 25, 2019",0
 Cosmos ,"Mar 24, 2019",0
 Cosmos ,"Mar 23, 2019",0
 Cosmos ,"Mar 22, 2019",0
 Cosmos ,"Mar 21, 2019",0
 Bitcoin ,"May 21, 2019","141,065,573,610"
 Bitcoin ,"May 20, 2019","141,315,695,728"
 Bitcoin ,"May 19, 2019","145,185,076,705"
 Bitcoin ,"May 18, 2019","128,761,727,083"
 Bitcoin ,"May 17, 2019","130,034,777,633"
 Bitcoin ,"May 16, 2019","139,599,559,278"
 Bitcoin ,"May 15, 2019","145,254,332,460"
 Bitcoin ,"May 14, 2019","141,508,656,735"
 Bitcoin ,"May 13, 2019","138,316,573,807"
 Bitcoin ,"May 12, 2019","123,389,710,222"
 Bitcoin ,"May 11, 2019","127,488,435,181"
 Bitcoin ,"May 10, 2019","112,863,284,035"
 Bitcoin ,"May 09, 2019","109,238,600,750"
 Bitcoin ,"May 08, 2019","105,829,143,585"
 Cosmos ,"Mar 20, 2019",0
 Cosmos ,"Mar 19, 2019",0
 Cosmos ,"Mar 18, 2019",0
 Cosmos ,"Mar 17, 2019",0
 Cosmos ,"Mar 16, 2019",0
 Cosmos ,"Mar 15, 2019",0
 Cosmos ,"Mar 14, 2019",0
 Bitcoin ,"May 07, 2019","103,112,368,557"
 Bitcoin ,"May 06, 2019","101,640,471,056"
 Bitcoin ,"May 05, 2019","102,494,420,158"
 Bitcoin ,"May 04, 2019","103,112,021,259"
 Bitcoin ,"May 03, 2019","101,986,240,859"
 Bitcoin ,"May 02, 2019","97,330,112,147"
 Bitcoin ,"May 01, 2019","95,501,110,091"
 Bitcoin ,"Apr 30, 2019","94,573,826,827"
 Bitcoin ,"Apr 29, 2019","92,737,510,865"
 Bitcoin ,"Apr 28, 2019","93,391,244,395"
 Bitcoin ,"Apr 27, 2019","93,086,156,556"
 Bitcoin ,"Apr 26, 2019","93,272,287,960"
 Bitcoin ,"Apr 25, 2019","92,046,492,864"
 Bitcoin ,"Apr 24, 2019","96,530,038,144"
 Bitcoin ,"Apr 23, 2019","98,417,387,004"
 Bitcoin ,"Apr 22, 2019","95,354,207,776"
 Bitcoin ,"Apr 21, 2019","93,847,052,256"
 Bitcoin ,"Apr 20, 2019","94,248,717,444"
 Bitcoin ,"Apr 19, 2019","93,638,345,002"
 Bitcoin ,"Apr 18, 2019","93,532,402,741"
 Bitcoin ,"Apr 17, 2019","92,702,617,458"
 Bitcoin ,"Apr 16, 2019","92,404,613,297"
 Bitcoin ,"Apr 15, 2019","89,422,237,603"
 Bitcoin ,"Apr 14, 2019","91,188,595,341"
 Bitcoin ,"Apr 13, 2019","89,925,574,875"
 Bitcoin ,"Apr 12, 2019","89,792,633,045"
 Bitcoin ,"Apr 11, 2019","89,341,168,457"
 Bitcoin ,"Apr 10, 2019","93,918,439,274"
 Bitcoin ,"Apr 09, 2019","91,799,330,425"
 Bitcoin ,"Apr 08, 2019","93,286,365,973"
 Bitcoin ,"Apr 07, 2019","91,674,230,186"
 Bitcoin ,"Apr 06, 2019","89,212,733,450"
 Bitcoin ,"Apr 05, 2019","88,796,118,650"
 Bitcoin ,"Apr 04, 2019","86,778,727,821"
 Bitcoin ,"Apr 03, 2019","87,655,288,145"
 Bitcoin ,"Apr 02, 2019","85,986,009,273"
 Bitcoin ,"Apr 01, 2019","73,269,368,747"
 Bitcoin ,"Mar 31, 2019","72,339,379,036"
 Bitcoin ,"Mar 30, 2019","72,355,190,645"
 Bitcoin ,"Mar 29, 2019","72,202,088,875"
 Bitcoin ,"Mar 28, 2019","71,678,998,915"
 Bitcoin ,"Mar 27, 2019","71,987,847,571"
 Bitcoin ,"Mar 26, 2019","70,184,147,203"
 Bitcoin ,"Mar 25, 2019","69,789,872,373"
 Bitcoin ,"Mar 24, 2019","70,823,042,992"
 Bitcoin ,"Mar 23, 2019","71,056,017,910"
 Bitcoin ,"Mar 22, 2019","70,840,048,102"
 Bitcoin ,"Mar 21, 2019","70,926,226,882"
 Bitcoin ,"Mar 20, 2019","71,942,444,088"
 Bitcoin ,"Mar 19, 2019","71,647,703,828"
 Bitcoin ,"Mar 18, 2019","70,958,165,407"
 Bitcoin ,"Mar 17, 2019","70,821,939,585"
 Bitcoin ,"Mar 16, 2019","71,227,967,573"
 Bitcoin ,"Mar 15, 2019","69,675,002,377"
 Bitcoin ,"Mar 14, 2019","69,024,696,307"
 Bitcoin ,"Mar 13, 2019","68,706,700,381"
 Bitcoin ,"Mar 12, 2019","68,743,000,581"
 Bitcoin ,"Mar 11, 2019","68,666,928,025"
 Bitcoin ,"Mar 10, 2019","69,475,297,370"
 Bitcoin ,"Mar 09, 2019","69,674,508,655"
 Bitcoin ,"Mar 08, 2019","68,574,579,320"
 Bitcoin ,"Mar 07, 2019","68,749,421,311"
 Bitcoin ,"Mar 06, 2019","68,609,885,776"
 Bitcoin ,"Mar 05, 2019","68,470,655,400"
 Bitcoin ,"Mar 04, 2019","66,094,551,587"
 Bitcoin ,"Mar 03, 2019","67,592,376,373"
 Bitcoin ,"Mar 02, 2019","67,888,255,371"
 Bitcoin ,"Mar 01, 2019","67,796,965,743"
 Bitcoin ,"Feb 28, 2019","67,704,774,107"
 Bitcoin ,"Feb 27, 2019","67,631,949,500"
 Bitcoin ,"Feb 26, 2019","67,683,296,223"
 Bitcoin ,"Feb 25, 2019","68,173,204,651"
 Bitcoin ,"Feb 24, 2019","66,897,483,404"
 Bitcoin ,"Feb 23, 2019","72,720,867,208"
 Bitcoin ,"Feb 22, 2019","70,308,555,857"
 Bitcoin ,"Feb 21, 2019","69,398,333,876"
 Bitcoin ,"Feb 20, 2019","70,194,350,042"
 Bitcoin ,"Feb 19, 2019","69,262,673,238"
 Bitcoin ,"Feb 18, 2019","68,704,389,994"
 Bitcoin ,"Feb 17, 2019","64,453,368,779"
 Bitcoin ,"Feb 16, 2019","63,673,369,195"
 Bitcoin ,"Feb 15, 2019","63,509,111,125"
 Bitcoin ,"Feb 14, 2019","63,434,486,052"
 Bitcoin ,"Feb 13, 2019","63,694,394,519"
 Bitcoin ,"Feb 12, 2019","64,063,755,250"
 Bitcoin ,"Feb 11, 2019","63,968,390,250"
 Bitcoin ,"Feb 10, 2019","64,694,025,951"
 Bitcoin ,"Feb 09, 2019","64,354,732,475"
 Bitcoin ,"Feb 08, 2019","64,270,269,953"
 Bitcoin ,"Feb 07, 2019","59,578,075,991"
 Bitcoin ,"Feb 06, 2019","59,821,158,612"
 Bitcoin ,"Feb 05, 2019","60,735,563,490"
 Bitcoin ,"Feb 04, 2019","60,603,083,461"
 Bitcoin ,"Feb 03, 2019","60,681,847,608"
 Bitcoin ,"Feb 02, 2019","61,675,119,055"
 Bitcoin ,"Feb 01, 2019","61,088,747,491"
 Bitcoin ,"Jan 31, 2019","60,553,903,927"
 Bitcoin ,"Jan 30, 2019","61,044,262,622"
 Bitcoin ,"Jan 29, 2019","60,371,874,099"
 Bitcoin ,"Jan 28, 2019","60,756,570,314"
 Bitcoin ,"Jan 27, 2019","62,737,274,093"
 Bitcoin ,"Jan 26, 2019","63,054,898,963"
 Bitcoin ,"Jan 25, 2019","63,000,985,908"
 Bitcoin ,"Jan 24, 2019","63,014,066,012"
 Bitcoin ,"Jan 23, 2019","62,731,361,272"
 Bitcoin ,"Jan 22, 2019","63,065,139,424"
 Bitcoin ,"Jan 21, 2019","62,559,869,612"
 Bitcoin ,"Jan 20, 2019","62,990,143,284"
 Bitcoin ,"Jan 19, 2019","65,214,103,659"
 Bitcoin ,"Jan 18, 2019","63,970,991,867"
 Bitcoin ,"Jan 17, 2019","64,327,048,255"
 Bitcoin ,"Jan 16, 2019","63,909,348,776"
 Bitcoin ,"Jan 15, 2019","63,477,817,959"
 Bitcoin ,"Jan 14, 2019","64,789,619,995"
 Bitcoin ,"Jan 13, 2019","62,106,461,671"
 Bitcoin ,"Jan 12, 2019","63,994,140,882"
 Bitcoin ,"Jan 11, 2019","64,443,301,117"
 Bitcoin ,"Jan 10, 2019","64,288,932,886"
 Bitcoin ,"Jan 09, 2019","70,508,733,459"
 Bitcoin ,"Jan 08, 2019","70,422,743,854"
 Bitcoin ,"Jan 07, 2019","70,316,305,580"
 Bitcoin ,"Jan 06, 2019","71,206,795,853"
 Bitcoin ,"Jan 05, 2019","67,157,570,935"
 Bitcoin ,"Jan 04, 2019","67,368,333,500"
 Bitcoin ,"Jan 03, 2019","66,994,920,903"
 Bitcoin ,"Jan 02, 2019","68,849,856,732"
 Bitcoin ,"Jan 01, 2019","67,098,634,181"
